"REFERENCE","ADDRESS","CATEGORY","LISTED","COUNCIL","PARISH"
"10427","DRUMTIAN FARM BARN","B","08/09/1982","STIRLING","KILLEARN"
"10444","AULDHALL","B","05/10/1971","STIRLING","GARGUNNOCK"
"3998","KINBUCK BRIDGE OVER ALLAN WATER","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8172","BLACK HORSE BACK ROAD BLACK BULL HOUSE","B","06/09/1979","STIRLING","KIPPEN"
"8168","TORFIELD","C","06/09/1979","STIRLING","KIPPEN"
"15069","REDNOCK HOUSE - STABLE BLOCK","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15071","REDNOCK HOUSE - ICE HOUSE","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15079","CARDROSS HOUSE - STABLE BLOCK","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15310","BANNOCKBURN 9 NEW ROAD, VIEW VALE","B","22/06/1989","STIRLING","ST NINIAN'S"
"13860","BORROWMEADOW","B","06/09/1979","STIRLING","ST NINIAN'S"
"13674","DEANSTON SCHOOL TEITH STREET","C","06/09/1979","STIRLING","KILMADOCK"
"12515","KIPPEN, STATION ROAD, DUN EAGLAIS, INCLUDING DESIGNED GARDEN","A","03/02/1992","STIRLING","KIPPEN"
"15286","THE OLD SCHOOL HOUSE COAL WYND BANNOCKBURN","B","10/12/1974","STIRLING","ST NINIAN'S"
"15309","BANNOCKBURN 33 MAIN STREET FORMER JAMES WILSON ACADEMY","B","22/06/1989","STIRLING","ST NINIAN'S"
"15294","CRAIGFORTH HOUSE","B","05/09/1973","STIRLING","ST NINIAN'S"
"24683","ROSEBANK, GRAHAM STREET","B","06/09/1979","STIRLING","DOUNE"
"19737","ROYAL GEORGE MILL, BANNOCKBURN","B","10/12/1974","STIRLING","ST NINIAN'S"
"22625","HENDERSON STREET ROYAL HOTEL (ORIGINAL SECTION ONLY)","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22629","HENDERSON STREET 95, 97","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22651","HENDERSON STREET 116 HUNTERS LODGE HOTEL","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24704","73 MAIN STREET","B","05/10/1971","STIRLING","DOUNE"
"22613","CHALTON ROAD 14","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22614","CHALTON ROAD 16","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22676","KENILWORTH ROAD 47 EASTWELL","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22616","CHALTON ROAD 20, 22","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22670","KENILWORTH ROAD 27","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22671","KENILWORTH ROAD 29","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22674","KENILWORTH ROAD 39 AIRTHREY CROFT","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22691","KENILWORTH ROAD 32 LOGIE ASTON","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22694","MELVILLE PLACE 1 FERNFIELD","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22696","NEW STREET 10, 12 AND 3 ALLANVALE ROAD.","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22687","KENILWORTH ROAD 20","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22655","INVERALLAN ROAD 3,5","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22669","KENILWORTH ROAD 25","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22686","KENILWORTH ROAD 18 CONISTON","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22698","STATION ROAD OLD MILL INVERALLAN","B","05/09/1973","STIRLING","BRIDGE OF ALLAN"
"22642","HENDERSON STREET 36-50 (EVEN NOS) 1-11 UNION STREET PENZANCE HOUSE","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22709","WESTERTON HOUSE NOW OFF ALEXANDER DRIVE","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22706","WELL ROAD 5, 7, 9","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22704","UNION STREET 19 AND 1 KEIR STREET","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24696","43 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24701","63, 65, 67 MAIN STREET","B","05/10/1971","STIRLING","DOUNE"
"24676","CASTLE KEEPER'S COTTAGE DOUNE CASTLE","B","05/10/1971","STIRLING","DOUNE"
"26421","CLAREDON PLACE, FERNBANK INCLUDING GATEPIERS AND BOUNDARY WALL","B","28/10/1976","STIRLING","DUNBLANE"
"26422","CLAREDON PLACE, CHURCH OF THE HOLY FAMILY, ROMAN CATHOLIC CHURCH INCLUDING, PRESBYTERY, CHURCH HALL AND BOUNDARY WALL","B","05/10/1971","STIRLING","DUNBLANE"
"26418","2 BRIDGEND AND 9 STIRLING ROAD","B","28/10/1976","STIRLING","DUNBLANE"
"48941","BRAEPORT, AURORA","C","17/10/2002","STIRLING","DUNBLANE"
"26425","ALLAN WATER, DUNBLANE RAILWAY VIADUCT","B","05/09/1971","STIRLING","DUNBLANE"
"26365","LEEWOOD ROAD, AULT WHARRIE INCLUDING SUMMER HOUSE, WALLED GARDEN, TERRACED GARDEN WALL, GATE LODGE, BOUNDARY WALL AND GATEPIERS","A","22/05/1985","STIRLING","DUNBLANE"
"26377","KIRK STREET, SCOTTISH CHURCHES HOUSE, NORTH TERRACE","B","02/04/1957","STIRLING","DUNBLANE"
"26389","86-88 (EVEN NOS) HIGH STREET","C","28/10/1976","STIRLING","DUNBLANE"
"26427","PERTH ROAD, LEDCAMEROCH INCLUDING STABLES, STABLE YARD WALL AND WALLED GARDEN","C","28/10/1976","STIRLING","DUNBLANE"
"48961","PERTH ROAD, KINCAIRN, CAIRNDOW AND ROSEBANK INCLUDING BOUNDARY WALL","C","17/10/2002","STIRLING","DUNBLANE"
"26367","OLD BLEACHING GREEN, MONUMENT","C","28/10/1976","STIRLING","DUNBLANE"
"48951","HIGH STREET, DUNBLANE PUBLIC LIBRARY","C","17/10/2002","STIRLING","DUNBLANE"
"26364","THE CROSS, DUNBLANE CATHEDRAL HALLS","B","05/10/1971","STIRLING","DUNBLANE"
"41279","28 ALBERT PLACE AND 1 CLARENDON ROAD","C","03/02/1978","STIRLING","STIRLING"
"41506","VICTORIA PLACE 10, 12","C","03/02/1978","STIRLING","STIRLING"
"41498","UPPER BRIDGE STREET 44, 46 (E SIDE)","C","03/02/1978","STIRLING","STIRLING"
"41501","UPPER BRIDGE STREET 52, 54 (E SIDE)","C","03/02/1978","STIRLING","STIRLING"
"41311","GLEBE CRESCENT 2 AND 1 WINDSOR PLACE","C","03/02/1978","STIRLING","STIRLING"
"41312","GLEBE CRESCENT 4, 6","C","03/02/1978","STIRLING","STIRLING"
"41155","ABERCROMBY PLACE 3,5","C","03/02/1978","STIRLING","STIRLING"
"41387","PARK PLACE ROCKDALE LODGE","B","03/02/1978","STIRLING","STIRLING"
"41161","ABERCROMBY PLACE 2, 4","C","03/02/1978","STIRLING","STIRLING"
"41267","CLIFFORD ROAD 3, 4","C","03/02/1978","STIRLING","STIRLING"
"41270","CLIFFORD ROAD 10, 11","C","03/02/1978","STIRLING","STIRLING"
"41222","BALMORAL PLACE 1 AND 8 VICTORIA PLACE","C","03/02/1978","STIRLING","STIRLING"
"41172","ALBERT PLACE 5","C","04/11/1965","STIRLING","STIRLING"
"41174","ALBERT PLACE 7","B","04/11/1965","STIRLING","STIRLING"
"41264","CLARENDON PLACE 10","C","03/02/1978","STIRLING","STIRLING"
"41188","ALBERT PLACE 24, 25","B","04/11/1965","STIRLING","STIRLING"
"41179","ALBERT PLACE 12","B","04/11/1965","STIRLING","STIRLING"
"41476","SNOWDON PLACE 2, 4.","C","03/02/1978","STIRLING","STIRLING"
"41510","VICTORIA PLACE 21","B","03/02/1978","STIRLING","STIRLING"
"41409","PARK TERRACE, 35","B","03/02/1978","STIRLING","STIRLING"
"41394","PARK TERRACE 1, 2","B","03/02/1978","STIRLING","STIRLING"
"41395","PARK TERRACE 3","B","03/02/1978","STIRLING","STIRLING"
"41329","KING STREET 27, 29","C","03/02/1978","STIRLING","STIRLING"
"41285","FORTH CRESCENT 29 30","C","03/02/1978","STIRLING","STIRLING"
"41422","PORT STREET 83-91","C","03/02/1978","STIRLING","STIRLING"
"41440","QUEEN STREET 31, 33 (S. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41480","SOUTHFIELD CRESCENT 1 AND 16, 18 GLADSTONE PLACE","C","03/02/1978","STIRLING","STIRLING"
"41460","ROYAL GARDENS 6, 7, 8, 9","C","03/02/1978","STIRLING","STIRLING"
"41461","ROYAL GARDENS 10, 11","C","03/02/1978","STIRLING","STIRLING"
"41431","PRINCES STREET 15, 17","C","03/02/1978","STIRLING","STIRLING"
"41404","PARK TERRACE 27, 28","B","03/02/1978","STIRLING","STIRLING"
"41399","PARK TERRACE, 12, 13","B","03/02/1978","STIRLING","STIRLING"
"41401","PARK TERRACE 18-21","B","03/02/1978","STIRLING","STIRLING"
"41348","MAR PLACE MAR'S WARK","A","04/11/1965","STIRLING","STIRLING"
"41341","KING STREET 40","B","28/10/1976","STIRLING","STIRLING"
"41343","KING STREET 50, 52 AND FRIARS STREET, BANK OF SCOTLAND BUILDINGS","B","04/11/1965","STIRLING","STIRLING"
"41150","WESTERLANDS (FORMERLY WESTER LIVILANDS) CLIFFORD ROAD","B","04/11/1965","STIRLING","STIRLING"
"41197","ALLAN PARK 2, 4, 6 (W. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41199","ALLAN PARK 12, 14 (W. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41117","ESPLANADE, PRINCESS LOUISE`S XC1 BATTALION SOUTH AFRICAN WAR MEMORIAL","C","04/11/1965","STIRLING","STIRLING"
"41301","GLADSTONE PLACE 2","B","03/02/1978","STIRLING","STIRLING"
"41303","GLADSTONE PLACE 6, 8","C","03/02/1978","STIRLING","STIRLING"
"41453","QUEENS ROAD 2","C","03/02/1978","STIRLING","STIRLING"
"41507","VICTORIA PLACE 13, 15","C","03/02/1978","STIRLING","STIRLING"
"41489","9 UPPER BRIDGE STREET, BELLFIELD HOUSE INCLUDING BOUNDARY WALLS AND GARDEN STEPS","B","03/02/1978","STIRLING","STIRLING"
"41487","TORBREX 14 TORBREX VILLAGE","C","03/02/1978","STIRLING","STIRLING"
"43845","52 MAIN STREET","B","10/12/1996","STIRLING","DOUNE"
"41231","9 AND 9 AND A HALF BARNTON STREET","C","16/01/1996","STIRLING","STIRLING"
"41253","58 BROAD STREET, MAR PLACE HOUSE","B","04/11/1965","STIRLING","STIRLING"
"41248","18 BROAD STREET  (PART), W SECTION OF JAMES NORRIE'S LODGING","B","04/11/1965","STIRLING","STIRLING"
"41133","ACADEMY ROAD, STIRLING HIGHLAND HOTEL, OLD HIGH SCHOOL","A","04/11/1965","STIRLING","STIRLING"
"41465","36 ST JOHN STREET BOY'S CLUB","C","03/02/1978","STIRLING","STIRLING"
"45379","2 BOW STREET,  HERMON EVANGELICAL CHURCH","C","26/03/1998","STIRLING","STIRLING"
"45382","6 AND 8 BOW STREET","B","26/03/1998","STIRLING","STIRLING"
"51325","STIRLING UNIVERSITY CAMPUS, 6 AND 7 AIRTHREY CASTLE YARD, NUFFIELD STAFF HOUSES","B","15/05/2009","STIRLING","LOGIE"
"51284","DOW OF CHON, LOCH CHON AQUEDUCT NO 3 (FORMER GLASGOW CORPORATION WATER WORKS)","C","22/12/2008","STIRLING","ABERFOYLE"
"51154","HOISH AQUEDUCT OVERFLOW OR OUTLET (FORMER GLASGOW CORPORATION WATER WORKS)","C","18/08/2008","STIRLING","DRYMEN"
"51140","LETTRE BYEWASH AND ACCESS CHAMBER WITH BOUNDARY WALL, RAILINGS AND GATES (FORMER GLASGOW CORPORATION WATER WORKS)","B","18/08/2008","STIRLING","KILLEARN"
"51138","ENDRICK AQUEDUCT PIPE BRIDGE (FORMER GLASGOW CORPORATION WATER WORKS)","B","18/08/2008","STIRLING","KILLEARN"
"50839","CAMBUSBARRON, NORTH THIRD WATER FILTER PLANT, FORMER WATER PUMP HOUSE","B","27/03/2007","STIRLING","ST NINIAN'S"
"50319","CRIANLARICH, CRIANLARICH STATION, ENGINE SHED","C","04/05/2006","STIRLING","KILLIN"
"8266","AUCHLYNE BRIDGE OVER RIVER DOCHART","B","06/09/1979","STIRLING","KILLIN"
"50347","STRATHYRE, DOCHFOUR AND MANDALAY","C","04/05/2006","STIRLING","BALQUHIDDER"
"50344","LOCHEARNHEAD, VILLAGE SHOP ON A84","C","04/05/2006","STIRLING","BALQUHIDDER"
"4142","GLEN OGLE, BRIDGE OVER OGLE BURN ON FORMER MILITARY ROAD NEAR PARISH BOUNDARY","C","05/10/1971","STIRLING","BALQUHIDDER"
"229","GLEN OGLE, 3-ARCH RAILWAY BRIDGE","C","05/11/1971","STIRLING","BALQUHIDDER"
"4157","BALQUHIDDER PARISH CHURCH AND CHURCHYARD","B","05/10/1971","STIRLING","BALQUHIDDER"
"4190","CALAIR BRIDGE OVER CALAIR BURN","C","06/09/1979","STIRLING","BALQUHIDDER"
"4192","IMIRRIABHACH,  BURIAL ENCLOSURE","C","05/09/1973","STIRLING","BALQUHIDDER"
"4085","BUCHANAN CASTLE ESTATE, ICEHOUSE, NS44737/89316","C","05/09/1979","STIRLING","BUCHANAN"
"50455","BUCHANAN CASTLE ESTATE, BRIDGE (1) OVER MILL BURN, NS46731/88495","C","04/05/2006","STIRLING","BUCHANAN"
"50461","LOCH ARKLET DAM AND ASSOCIATED STRUCTURES INCLUDING VALVE TOWERS, WATER CHANNELS AND BRIDGE (FORMER GLASGOW CORPORATION WATER WORKS)","A","04/05/2006","STIRLING","BUCHANAN"
"4080","MILTON OF BUCHANAN, WESTMOST COTTAGE AND EASTMOST COTTAGE (FORMERLY KNOWN AS MILTON FARM COTTAGES)","C","05/09/1973","STIRLING","BUCHANAN"
"4019","KILMAHOG, SHIELDAIG","C","06/09/1979","STIRLING","CALLANDER"
"4017","KILMAHOG, WOOLLEN MILL","C","06/09/1979","STIRLING","CALLANDER"
"8273","KILLIN, MAIN STREET, MASONIC LODGE AND WHITE HOUSE AND MANSE BRAE, BREADALBANE COTTAGE","C","05/10/1971","STIRLING","KILLIN"
"8271","KILLIN, MAIN STREET, GLENGARRY INCLUDING BOUNDARY WALLS","C","05/10/1971","STIRLING","KILLIN"
"22899","BRIDGEND, BRIDGEND HOUSE HOTEL","C","06/09/1979","STIRLING","CALLANDER"
"22896","BRIDGE STREET, CALLANDER CHURCHYARD INCLUDING WATCH HOUSE","C","06/09/1971","STIRLING","CALLANDER"
"22895","LENY ROAD, ST ANDREW'S EPISCOPAL CHURCH INCLUDING HALL, BOUNDARY WALL, RAILINGS, GATEPIERS AND GATES","B","06/09/1979","STIRLING","CALLANDER"
"50384","LENY FEUS, TREAN HOUSE","B","04/05/2006","STIRLING","CALLANDER"
"50289","ABERFOYLE, KIRKTON COTTAGE INCLUDING BOUNDARY WALLS","C","04/05/2006","STIRLING","ABERFOYLE"
"4137","GLEN OGLE, BRIDGE ON A85","C","06/09/1979","STIRLING","BALQUHIDDER"
"50410","GARTMORE, MAIN STREET, MURRAY HOUSE","C","04/05/2006","STIRLING","PORT OF MENTEITH"
"50407","GARTMORE, FREUCHAN LANE, FORMER SCHOOLROOM","C","04/05/2006","STIRLING","PORT OF MENTEITH"
"13873","GARTMORE HOUSE,GARTARTAN HOUSE (FORMERLY GARTARTAN HOME FARM FARMHOUSE)","C","06/09/1979","STIRLING","PORT OF MENTEITH"
"15063","GARTMORE HOUSE, WALLED GARDEN","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"15073","PORT OF MENTEITH, THE TOLL HOUSE","C","05/10/1971","STIRLING","PORT OF MENTEITH"
"50300","MILEPOST AT NN41334/07640","C","04/05/2006","STIRLING","ABERFOYLE"
"4150","LOCH KATRINE TUNNEL VENTILATION SHAFT ENCLOSURES AND SIGHTING PILLARS (FORMER GLASGOW CORPORATION WATER WORKS)","C","05/10/1971","STIRLING","ABERFOYLE"
"4207","ABERFOYLE, BRIDGE OVER RIVER FORTH","B","05/10/1971","STIRLING","ABERFOYLE"
"6573","FINNICH MALISE WASH HOUSE OVER BURN TO EAST OF WALLED GARDEN","C","05/11/1992","STIRLING","DRYMEN"
"49001","DALNAIR HOUSE, ENTRANCE LODGE AND GATEWAY","C","30/10/2002","STIRLING","DRYMEN"
"49000","DALNAIR HOUSE","B","30/10/2002","STIRLING","DRYMEN"
"48992","AUCHENTROIG, WALLED GARDEN ADJOINING OLD AUCHENTROIG TO THE SOUTH WEST","C","30/10/2002","STIRLING","DRYMEN"
"48994","BALFUNNING HOUSE, EAST LODGE AND ENTRANCE GATEWAY","C","30/10/2002","STIRLING","DRYMEN"
"49014","GRAYSTONE","C","30/10/2002","STIRLING","BALFRON"
"49009","BALFRON, THE CLACHAN, DRINKING FOUNTAIN","C","30/10/2002","STIRLING","BALFRON"
"49658","NEWTON CRESCENT, PROVAN INCLUDING BOUNDARY WALL","B","02/03/2004","STIRLING","DUNBLANE"
"4166","BALFRON, THE CLACHAN, BALFRON CHURCH (CHURCH OF SCOTLAND), INCLUDING GATEPIERS AND BOUNDARY WALL","B","05/09/1973","STIRLING","BALFRON"
"48985","STRATHENDRICK GOLF CLUB, PAVILION","C","30/10/2002","STIRLING","DRYMEN"
"49005","TO SOUTH WEST OF BALAFARK, BRIDGE OVER LERNOCK BURN AT NS 6102 8999","C","30/10/2002","STIRLING","BALFRON"
"3900","DRYMEN BRIDGE (OVER ENDRICK WATER)","B","05/09/1973","STIRLING","DRYMEN"
"3914","DUCHRAY CASTLE","B","05/09/1973","STIRLING","DRYMEN"
"26417","STIRLING ROAD, BRIDGE OF DUNBLANE","C","28/10/1976","STIRLING","DUNBLANE"
"15275","MILNHOLM HATCHERY","A","09/01/1981","STIRLING","ST NINIAN'S"
"49463","HOWIETOUN FISHERY, SAUCHIEMILL, FORMER MILL","B","01/09/2003","STIRLING","ST NINIAN'S"
"26385","5 SINCLAIR STREET","C","28/10/1976","STIRLING","DUNBLANE"
"8414","BLAIR DRUMMOND HOUSE INCLUDING TERRACE WITH URNS ETC.","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"3924","KEIR, OLD WALLED GARDEN WEST OF (CAMEY BANK)","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3910","KILBRYDE STABLE BLOCK","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"6727","DOVECOTE, LARABEN","B","05/09/1973","STIRLING","KIPPEN"
"3917","KEIR HOUSE, STUD HOUSE","C","06/09/1979","STIRLING","DUNBLANE AND LECROPT"
"3972","KEIR, FOOTBRIDGE OVER HOME FARM DRIVE","B","05/10/1971","STIRLING","DUNBLANE AND LECROPT"
"8416","BLAIR DRUMMOND HOUSE - COTTAGE TO S. OF STABLES","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8239","12-22 TEITH STREET DEANSTON MILL DEANSTON","C","06/09/1979","STIRLING","KILMADOCK"
"8240","CAMBUSMORE","C","06/09/1979","STIRLING","KILMADOCK"
"8232","DEANSTON MILL - DEANSTON COTTAGES 1-7","C","06/09/1979","STIRLING","KILMADOCK"
"8253","ROW","C","06/09/1979","STIRLING","KILMADOCK"
"8245","LANRICK GATEWAY, APPROX. 300 YDS. S.E. OF UPPER LANRICK","B","06/09/1979","STIRLING","KILMADOCK"
"10390","NOS 5, 7 AND 9 THE SQUARE","B","05/09/1973","STIRLING","KILLEARN"
"10387","WALLS OF OLD KIRK AND GRAVEYARD","B","05/09/1973","STIRLING","KILLEARN"
"10388","MANSE","B","05/09/1973","STIRLING","KILLEARN"
"8158","FORMER ASSOCIATED SYNOD CHURCH BUCHLYVIE.","B","05/09/1973","STIRLING","KIPPEN"
"8150","EAST CAMBUSDRENNY FARMHOUSE","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8153","BEN VIEW MAIN STREET (SOUTH SIDE)","C","06/09/1979","STIRLING","KIPPEN"
"8148","DRIP OLD BRIDGE - TOLLHOUSE","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"8146","BLAIRDRUMMOND SCHOOL, ROBERTSON'S LANE, BLAIRDRUMMOND MOSS","B","05/10/1971","STIRLING","KINCARDINE-IN-MENTEITH"
"8184","BUCHLYVIE, MAIN STREET, MARFIELD","C","22/06/1989","STIRLING","KIPPEN"
"8178","GLENORA MAIN STREET (NORTH SIDE)","C","06/09/1979","STIRLING","KIPPEN"
"10453","STIRLING UNIVERSITY CAMPUS, GARDEN COTTAGE","C","28/10/1976","STIRLING","LOGIE"
"10454","LOGIE VILLA","B","05/09/1973","STIRLING","LOGIE"
"10458","POWIS HOUSE","B","05/09/1973","STIRLING","LOGIE"
"10450","STABLES","B","05/10/1971","STIRLING","GARGUNNOCK"
"10466","OLD MANSE (DUNMORE COTTAGE)","B","05/10/1971","STIRLING","FINTRY"
"10424","WEST LODGE AND ARCHWAY, BALLIKINRAIN CASTLE","B","05/09/1973","STIRLING","KILLEARN"
"10425","EAST DRIVE BRIDGE BALLIKINRAIN CASTLE","B","05/09/1973","STIRLING","KILLEARN"
"8149","INN, DRIP BRIDGE BY STIRLING","C","06/09/1979","STIRLING","KINCARDINE-IN-MENTEITH"
"48875","CHAPELARROCH FARM BRIDGE","C","26/08/2002","STIRLING","DRYMEN"
"15078","EASTER TARR","C","06/09/1979","STIRLING","PORT OF MENTEITH"
"13871","CARDROSS BRIDGE OVER RIVER FORTH","B","05/10/1971","STIRLING","PORT OF MENTEITH"
"13861","BANNOCKBURN, 1A MAIN STREET","C","22/06/1989","STIRLING","ST NINIAN'S"
"12513","FINTRY, MAIN STREET, K6 TELEPHONE KIOSK","B","23/06/1989","STIRLING","FINTRY"
"15280","PLEAN","C","06/09/1979","STIRLING","ST NINIAN'S"
"15279","GATEPIERS, BANNOCKBURN HOUSE","B","05/09/1973","STIRLING","ST NINIAN'S"
"15308","FALLIN WOODEN RAILWAY BRIDGE","B","19/12/1988","STIRLING","ST NINIAN'S"
"48953","53 HIGH STREET","C","17/10/2002","STIRLING","DUNBLANE"
"15272","BUCKIEBURN CHURCH","B","05/09/1973","STIRLING","ST NINIAN'S"
"22590","ABERCROMBY DRIVE 12","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22624","FOUNTAIN ROAD FOUNTAIN","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"48956","2-14 (EVEN NOS) HIGH STREET","C","17/10/2002","STIRLING","DUNBLANE"
"24668","BRIDGE OF TEITH","A","05/10/1971","STIRLING","DOUNE"
"22646","HENDERSON STREET 98, 100","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22649","HENDERSON STREET 108","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24709","42, 44 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"22595","ALLANVALE ROAD 35 AND 18 UNION STREET","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22605","CHALTON ROAD 31 ASHCROFT","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22607","CHALTON ROAD 35","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22692","KENILWORTH ROAD 34","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22664","KENILWORTH ROAD 9, 11","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22665","KENILWORTH ROAD 13, 15 KILRONAN","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22661","KENILWORTH ROAD 3 AND 1 MINE ROAD BATH HOUSE","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22662","KENILWORTH ROAD 5 ETTRICK HOUSE","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22703","UNION STREET 11","C","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22677","KENILWORTH ROAD 49","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"22643","HENDERSON STREET ARCHWAY TO THE AVENUE","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"24700","61 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24677","1-11 GEORGE STREET","B","05/10/1971","STIRLING","DOUNE"
"24712","66 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"24713","68 MAIN STREET","C","06/09/1979","STIRLING","DOUNE"
"26411","THE CRESCENT, GLENACRES INCLUDING SUMMER HOUSE","B","28/10/1976","STIRLING","DUNBLANE"
"26361","CATHEDRAL SQUARE, DUNBLANE CATHEDRAL (CATHEDRAL CHURCH OF ST BLAAN AND ST LAURENCE INCLUDING CHURCHYARD, BOUNDARY WALL AND RICCARTON'S STILE)","A","05/10/1971","STIRLING","DUNBLANE"
"49599","58,60,62,64,66,68,70 PORT STREET","C","18/12/2003","STIRLING","STIRLING"
"26416","MILL ROW, ALLANSIDE INCLUDING BOUNDARY WALL","C","28/10/1976","STIRLING","DUNBLANE"
"26397","58-62 (EVEN NOS)","C","28/10/1976","STIRLING","DUNBLANE"
"26409","PERTH ROAD, DUNBLANE HYRDO HOTEL INCLUDING HYDRO LODGE, NEWTON COTTAGE, GATEPIERS AND BOUNDARY WALL","B","05/10/1971","STIRLING","DUNBLANE"
"48949","HAINING, LEIGHTON HOUSE, (FRONT ELEVATION ONLY)","C","17/10/2002","STIRLING","DUNBLANE"
"22589","15 ABERCROMBY DRIVE, UPLANDS","B","03/08/1977","STIRLING","BRIDGE OF ALLAN"
"41314","GLEBE CRESCENT 12, 14","C","03/02/1978","STIRLING","STIRLING"
"41354","MELVILLE TERRACE 7","B","04/11/1965","STIRLING","STIRLING"
"41108","SHERIFF COURT BUILDINGS VIEWFIELD PLACE","B","04/11/1965","STIRLING","STIRLING"
"41123","BLACK BOY FOUNTAIN, ALLAN PARK","B","04/11/1965","STIRLING","STIRLING"
"41096","ST. NINIANS OLD PARISH KIRK KIRKYARD","A","04/11/1965","STIRLING","STIRLING"
"41447","QUEEN STREET 26, 28 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"41450","QUEEN STREET 38, 40 (N. SIDE)","B","04/11/1965","STIRLING","STIRLING"
"26372","THE CROSS, CATHEDRAL MUSEUM, INCLUDING RESIDENTIAL PROPERTIES TO SOUTH ADJOINING BURGH CHAMBERS AND WELL TO REAR","A","05/10/1971","STIRLING","DUNBLANE"
"41223","BALMORAL PLACE 3","C","03/02/1978","STIRLING","STIRLING"
"41268","CLIFFORD ROAD 5, 6","C","03/02/1978","STIRLING","STIRLING"
"41374","NORTH STREET 38 CAMBUSKENNETH","C","03/02/1978","STIRLING","STIRLING"
"41377","PARK AVENUE 3, 4","C","03/02/1978","STIRLING","STIRLING"
"41379","PARK AVENUE 6","C","03/02/1978","STIRLING","STIRLING"
"41372","NORTH STREET, 31 THISTLE COTTAGE CAMBUSKENNETH","C","03/02/1978","STIRLING","STIRLING"
"41136","STIRLING CASTLE (COMPRISING): OUTER DEFENCES THE COUNTER GUARD(1708-14)","A","04/11/1965","STIRLING","STIRLING"
"41186","ALBERT PLACE 21","C","04/11/1965","STIRLING","STIRLING"
"41178","ALBERT PLACE 11 AND 2 CLARENDON PLACE","B","04/11/1965","STIRLING","STIRLING"
"41181","ALBERT PLACE 14","B","04/11/1965","STIRLING","STIRLING"
"41089","HOLY TRINITY EPISCOPAL CHURCH 26 DUMBARTON ROAD","A","04/11/1965","STIRLING","STIRLING"
"41237","BIRKHILL ROAD 2 CLIFFSIDE","B","03/02/1978","STIRLING","STIRLING"
